folder,date,rank,url_code,type_reco,url,annotation
p29,8/12/2020,1,803657668,frequently bought together,http://www.amazon.com/New-Leadership-Challenge-Creating-Nursing/dp/0803657668/ref=pd_bxgy_img_2/131-1077905-1219437?_encoding=UTF8&pd_rd_i=0803657668&pd_rd_r=28c31f7a-ded6-4eea-8751-0ad00c46aabc&pd_rd_w=ELi0X&pd_rd_wg=UzbeC&pf_rd_p=ce6c479b-ef53-49a6-845b-bbbf35c28dd3&pf_rd_r=N9NDDMNCKY5Y8TB43V89&psc=1&refRID=N9NDDMNCKY5Y8TB43V89,0
p29,8/12/2020,2,826123228,frequently bought together,http://www.amazon.com/Health-Finance-Economics-Policy-Nurses/dp/0826123228/ref=pd_bxgy_img_3/131-1077905-1219437?_encoding=UTF8&pd_rd_i=0826123228&pd_rd_r=28c31f7a-ded6-4eea-8751-0ad00c46aabc&pd_rd_w=ELi0X&pd_rd_wg=UzbeC&pf_rd_p=ce6c479b-ef53-49a6-845b-bbbf35c28dd3&pf_rd_r=N9NDDMNCKY5Y8TB43V89&psc=1&refRID=N9NDDMNCKY5Y8TB43V89,0
p29,8/12/2020,1,465057969,viewed this item also viewed,http://www.amazon.com/Deadly-Choices-Anti-Vaccine-Movement-Threatens/dp/0465057969/ref=pd_sbs_14_1/131-1077905-1219437?_encoding=UTF8&pd_rd_i=0465057969&pd_rd_r=28c31f7a-ded6-4eea-8751-0ad00c46aabc&pd_rd_w=ukMWS&pd_rd_wg=UzbeC&pf_rd_p=b65ee94e-1282-43fc-a8b1-8bf931f6dfab&pf_rd_r=N9NDDMNCKY5Y8TB43V89&psc=1&refRID=N9NDDMNCKY5Y8TB43V89,-1
p29,8/12/2020,1,826123228,bought this item also bought,http://www.amazon.com/Health-Finance-Economics-Policy-Nurses/dp/0826123228/ref=pd_sim_14_1/131-1077905-1219437?_encoding=UTF8&pd_rd_i=0826123228&pd_rd_r=28c31f7a-ded6-4eea-8751-0ad00c46aabc&pd_rd_w=23787&pd_rd_wg=UzbeC&pf_rd_p=672258bc-00f4-47f4-af1f-47dd66456e39&pf_rd_r=N9NDDMNCKY5Y8TB43V89&psc=1&refRID=N9NDDMNCKY5Y8TB43V89,0
p29,8/12/2020,1,1517714338,sponsored,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=sspa_dk_detail_0?ie=UTF8&adId=A0927300F5SLKJPE2GOK&qualifier=1597206828&id=829137884014119&widgetName=sp_detail&url=%2Fdp%2F1517714338%2Fref%3Dsspa_dk_detail_0%3Fpsc%3D1,0
p29,8/13/2020,1,1284093131,frequently bought together,http://www.amazon.com/Clinical-Guidelines-Advanced-Practice-Nursing/dp/1284093131/ref=pd_bxgy_img_2/131-1077905-1219437?_encoding=UTF8&pd_rd_i=1284093131&pd_rd_r=87dd4933-9594-4235-94e0-e1939f43493e&pd_rd_w=cOWbJ&pd_rd_wg=5cWUP&pf_rd_p=ce6c479b-ef53-49a6-845b-bbbf35c28dd3&pf_rd_r=YA2Q0X7E32WXVX3522YN&psc=1&refRID=YA2Q0X7E32WXVX3522YN,0
p29,8/13/2020,2,803638019,frequently bought together,http://www.amazon.com/Primary-Care-Science-Advanced-Practice/dp/0803638019/ref=pd_bxgy_img_3/131-1077905-1219437?_encoding=UTF8&pd_rd_i=0803638019&pd_rd_r=87dd4933-9594-4235-94e0-e1939f43493e&pd_rd_w=cOWbJ&pd_rd_wg=5cWUP&pf_rd_p=ce6c479b-ef53-49a6-845b-bbbf35c28dd3&pf_rd_r=YA2Q0X7E32WXVX3522YN&psc=1&refRID=YA2Q0X7E32WXVX3522YN,0
p29,8/13/2020,1,146989341X,viewed this item also viewed,http://www.amazon.com/Bates-Physical-Examination-History-Taking/dp/146989341X/ref=rtpb_1/131-1077905-1219437?_encoding=UTF8&pd_rd_i=146989341X&pd_rd_r=87dd4933-9594-4235-94e0-e1939f43493e&pd_rd_w=hl1fL&pd_rd_wg=5cWUP&pf_rd_p=f7202093-0954-4711-b94f-ba83dd9c882e&pf_rd_r=YA2Q0X7E32WXVX3522YN&psc=1&refRID=YA2Q0X7E32WXVX3522YN,0
p29,8/13/2020,1,1284093131,buy after viewing,http://www.amazon.com/Clinical-Guidelines-Advanced-Practice-Nursing/dp/1284093131/ref=pd_vtp_14_1/131-1077905-1219437?_encoding=UTF8&pd_rd_i=1284093131&pd_rd_r=87dd4933-9594-4235-94e0-e1939f43493e&pd_rd_w=2biJb&pd_rd_wg=5cWUP&pf_rd_p=9f0d957d-c466-420a-817f-4adcb2657c85&pf_rd_r=YA2Q0X7E32WXVX3522YN&psc=1&refRID=YA2Q0X7E32WXVX3522YN,0
p29,8/13/2020,1,161002348X,sponsored,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=sspa_dk_detail_0?ie=UTF8&adId=A04041702AE6HMVLT5QM3&qualifier=1597293228&id=5618222696712655&widgetName=sp_detail&url=%2Fdp%2F161002348X%2Fref%3Dsspa_dk_detail_0%3Fpsc%3D1,0
p29,8/14/2020,1,465057969,frequently bought together,http://www.amazon.com/Deadly-Choices-Anti-Vaccine-Movement-Threatens/dp/0465057969/ref=pd_bxgy_img_2/131-1077905-1219437?_encoding=UTF8&pd_rd_i=0465057969&pd_rd_r=2ef3b683-311b-4210-8b7c-a711daaf1971&pd_rd_w=AHEy3&pd_rd_wg=zCWht&pf_rd_p=ce6c479b-ef53-49a6-845b-bbbf35c28dd3&pf_rd_r=C8AYEKPVAPJS1Y1PWS9Y&psc=1&refRID=C8AYEKPVAPJS1Y1PWS9Y,-1
p29,8/14/2020,2,1421426609,frequently bought together,http://www.amazon.com/Vaccines-Did-Not-Cause-Rachels-Autism/dp/1421426609/ref=pd_bxgy_img_3/131-1077905-1219437?_encoding=UTF8&pd_rd_i=1421426609&pd_rd_r=2ef3b683-311b-4210-8b7c-a711daaf1971&pd_rd_w=AHEy3&pd_rd_wg=zCWht&pf_rd_p=ce6c479b-ef53-49a6-845b-bbbf35c28dd3&pf_rd_r=C8AYEKPVAPJS1Y1PWS9Y&psc=1&refRID=C8AYEKPVAPJS1Y1PWS9Y,-1
p29,8/14/2020,1,465057969,bought this item also bought,http://www.amazon.com/Deadly-Choices-Anti-Vaccine-Movement-Threatens/dp/0465057969/ref=pd_sim_14_1/131-1077905-1219437?_encoding=UTF8&pd_rd_i=0465057969&pd_rd_r=2ef3b683-311b-4210-8b7c-a711daaf1971&pd_rd_w=NmqVX&pd_rd_wg=zCWht&pf_rd_p=672258bc-00f4-47f4-af1f-47dd66456e39&pf_rd_r=C8AYEKPVAPJS1Y1PWS9Y&psc=1&refRID=C8AYEKPVAPJS1Y1PWS9Y,-1
p29,8/14/2020,1,465057969,buy after viewing,http://www.amazon.com/Deadly-Choices-Anti-Vaccine-Movement-Threatens/dp/0465057969/ref=pd_vtp_14_1/131-1077905-1219437?_encoding=UTF8&pd_rd_i=0465057969&pd_rd_r=2ef3b683-311b-4210-8b7c-a711daaf1971&pd_rd_w=Y5UPP&pd_rd_wg=zCWht&pf_rd_p=9f0d957d-c466-420a-817f-4adcb2657c85&pf_rd_r=C8AYEKPVAPJS1Y1PWS9Y&psc=1&refRID=C8AYEKPVAPJS1Y1PWS9Y,-1
p29,8/14/2020,1,1712844695,sponsored,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=sspa_dk_detail_0?ie=UTF8&adId=A09608432H1ZR47RSLVTU&qualifier=1597379627&id=1396836351921126&widgetName=sp_detail&url=%2Fdp%2F1712844695%2Fref%3Dsspa_dk_detail_0%3Fpsc%3D1,0
