folder,date,type_of_recommendation,rank,url_code,url,annotation
p16,8/16/2020,Recommended items other customers often buy again,1,1932565361,http://www.amazon.com/Things-Your-Student-Autism-Wishes/dp/1932565361/,0
p16,8/16/2020,Recommended items other customers often buy again,2,143126547,http://www.amazon.com/Overcoming-Autism-Finding-Strategies-Transform/dp/0143126547/,0
p16,8/17/2020,Related to items you've viewed,1,553386697,http://www.amazon.com/Whole-Brain-Child-Revolutionary-Strategies-Developing/dp/0553386697/,0
p16,8/17/2020,Related to items you've viewed,2,1441313842,http://www.amazon.com/Childs-Health-Record-Keeper-Book/dp/1441313842/,0
p16,8/17/2020,Recommended items other customers often buy again,1,1932565361,http://www.amazon.com/Things-Your-Student-Autism-Wishes/dp/1932565361/,0
p16,8/17/2020,Recommended items other customers often buy again,2,143126547,http://www.amazon.com/Overcoming-Autism-Finding-Strategies-Transform/dp/0143126547/,0
p16,8/18/2020,Related to items you've viewed,1,553386697,http://www.amazon.com/Whole-Brain-Child-Revolutionary-Strategies-Developing/dp/0553386697/,0
p16,8/18/2020,Related to items you've viewed,2,1441313842,http://www.amazon.com/Childs-Health-Record-Keeper-Book/dp/1441313842/,0
p16,8/18/2020,Recommended items other customers often buy again,1,1932565361,http://www.amazon.com/Things-Your-Student-Autism-Wishes/dp/1932565361/,0
p16,8/18/2020,Recommended items other customers often buy again,2,143126547,http://www.amazon.com/Overcoming-Autism-Finding-Strategies-Transform/dp/0143126547/,0
p29,8/12/2020,Related to items you've viewed,1,1426217986,http://www.amazon.com/Pandoras-Lab-Seven-Stories-Science/dp/1426217986/,-1
p29,8/12/2020,Related to items you've viewed,2,520274474,http://www.amazon.com/House-Fire-Eradicate-Smallpox-California/dp/0520274474/,-1
p29,8/12/2020,Recommended items other customers often buy again,1,1451191316,http://www.amazon.com/Community-Public-Health-Nursing-Evidence/dp/1451191316/,0
p29,8/12/2020,Recommended items other customers often buy again,2,1623369096,http://www.amazon.com/Art-Stopping-Time-Practical-Mindfulness/dp/1623369096/,0
p29,8/13/2020,Recommended items other customers often buy again,1,1284093131,http://www.amazon.com/Clinical-Guidelines-Advanced-Practice-Nursing/dp/1284093131/,0
p29,8/13/2020,Recommended items other customers often buy again,2,803638019,http://www.amazon.com/Primary-Care-Science-Advanced-Practice/dp/0803638019/,0
p29,8/14/2020,Related to items you've viewed,1,393346617,http://www.amazon.com/Spillover-Animal-Infections-Human-Pandemic/dp/0393346617/,0
p29,8/14/2020,Related to items you've viewed,2,188121740X,http://www.amazon.com/Millers-Review-Critical-Vaccine-Studies/dp/188121740X/,1
p29,8/14/2020,Recommended items other customers often buy again,1,1451191316,http://www.amazon.com/Community-Public-Health-Nursing-Evidence/dp/1451191316/,0
p29,8/14/2020,Recommended items other customers often buy again,2,1451194293,http://www.amazon.com/Telephone-Triage-Protocols-Nurses-Nurses098227/dp/1451194293/,0
p29,8/15/2020,Related to items you've viewed,1,1455700908,http://www.amazon.com/Vaccines-Expert-Consult-Plotkin-Orenstein/dp/1455700908/,-1
p29,8/15/2020,Related to items you've viewed,2,032335761X,http://www.amazon.com/Plotkins-Vaccines-Stanley-Plotkin-MD/dp/032335761X/,-1
p29,8/15/2020,Recommended items other customers often buy again,1,1451191316,http://www.amazon.com/Community-Public-Health-Nursing-Evidence/dp/1451191316/,0
p29,8/15/2020,Recommended items other customers often buy again,2,1451194293,http://www.amazon.com/Telephone-Triage-Protocols-Nurses-Nurses098227/dp/1451194293/,0
p29,8/16/2020,Related to items you've viewed,1,1455700908,http://www.amazon.com/Vaccines-Expert-Consult-Plotkin-Orenstein/dp/1455700908/,-1
p29,8/16/2020,Related to items you've viewed,2,032335761X,http://www.amazon.com/Plotkins-Vaccines-Stanley-Plotkin-MD/dp/032335761X/,-1
p29,8/16/2020,Recommended items other customers often buy again,1,803638019,http://www.amazon.com/Primary-Care-Science-Advanced-Practice/dp/0803638019/,0
p29,8/16/2020,Recommended items other customers often buy again,2,393310728,http://www.amazon.com/How-Lie-Statistics-Darrell-Huff/dp/0393310728/,0
p29,8/17/2020,Related to items you've viewed,1,B086B8MM71,http://www.amazon.com/Reasons-Vaccinate-Proof-Vaccines-Lives/dp/B086B8MM71/,-1
p29,8/17/2020,Related to items you've viewed,2,1455700908,http://www.amazon.com/Vaccines-Expert-Consult-Plotkin-Orenstein/dp/1455700908/,-1
p29,8/17/2020,Recommended items other customers often buy again,1,803638019,http://www.amazon.com/Primary-Care-Science-Advanced-Practice/dp/0803638019/,0
p29,8/17/2020,Recommended items other customers often buy again,2,393310728,http://www.amazon.com/How-Lie-Statistics-Darrell-Huff/dp/0393310728/,0
p29,8/18/2020,Related to items you've viewed,1,B086B8MM71,http://www.amazon.com/Reasons-Vaccinate-Proof-Vaccines-Lives/dp/B086B8MM71/,-1
p29,8/18/2020,Related to items you've viewed,2,1455700908,http://www.amazon.com/Vaccines-Expert-Consult-Plotkin-Orenstein/dp/1455700908/,-1
p29,8/18/2020,Recommended items other customers often buy again,1,1284093131,http://www.amazon.com/Clinical-Guidelines-Advanced-Practice-Nursing/dp/1284093131/,0
p29,8/18/2020,Recommended items other customers often buy again,2,803638019,http://www.amazon.com/Primary-Care-Science-Advanced-Practice/dp/0803638019/,0
p3,8/12/2020,Related to items you've viewed,1,144131976X,http://www.amazon.com/Babys-Book-First-Woodland-Friends/dp/144131976X/,0
p3,8/12/2020,Related to items you've viewed,2,1441325956,http://www.amazon.com/Babys-Book-First-Floral-design/dp/1441325956/,0
p3,8/12/2020,Recommended items other customers often buy again,1,1441313842,http://www.amazon.com/Childs-Health-Record-Keeper-Book/dp/1441313842/,0
p3,8/12/2020,Recommended items other customers often buy again,2,B01DOHZH62,http://www.amazon.com/Woodland-Creatures-Birthday-Sticker-Hersheys/dp/B01DOHZH62/,0
p3,8/12/2020,Inspired by your shopping trends,1,B085C22H6R,http://www.amazon.com/Woodland-Shower-Table-Decorations-Signs/dp/B085C22H6R/,0
p3,8/12/2020,Inspired by your shopping trends,2,B07QK32SK5,http://www.amazon.com/Baby-Shower-Games-Predictions-Decorations/dp/B07QK32SK5/,0
p3,8/13/2020,Related to items you've viewed,1,1441313842,http://www.amazon.com/Childs-Health-Record-Keeper-Book/dp/1441313842/,0
p3,8/13/2020,Related to items you've viewed,2,1793125937,http://www.amazon.com/Childs-Health-Log-Book-Immunization/dp/1793125937/,0
p3,8/13/2020,Inspired by your shopping trends,1,B07QVGK463,http://www.amazon.com/Minky-Baby-Blanket-30-40/dp/B07QVGK463/,0
p3,8/13/2020,Inspired by your shopping trends,2,B06WWJ3FBC,http://www.amazon.com/Manhattan-Toy-Buddies-Stuffed-Animal/dp/B06WWJ3FBC/,0
p3,8/13/2020,Recommended items other customers often buy again,1,B00VND51XE,http://www.amazon.com/Dreft-Stage-Hypoallergenic-Detergent-Packaging/dp/B00VND51XE/,0
p3,8/13/2020,Recommended items other customers often buy again,2,B009UPUJIY,http://www.amazon.com/Munchkin-Waterproof-Changing-Liners-Count/dp/B009UPUJIY/,0
p3,8/14/2020,Related to items you've viewed,1,1462517471,http://www.amazon.com/Parents-High-Functioning-Autism-Spectrum-Disorder/dp/1462517471/,0
p3,8/14/2020,Related to items you've viewed,2,1641521236,http://www.amazon.com/Positive-Parenting-Autism-Strategies-Help/dp/1641521236/,0
p3,8/14/2020,Inspired by your shopping trends,1,1441313842,http://www.amazon.com/Childs-Health-Record-Keeper-Book/dp/1441313842/,0
p3,8/14/2020,Inspired by your shopping trends,2,144131976X,http://www.amazon.com/Babys-Book-First-Woodland-Friends/dp/144131976X/,0
p3,8/14/2020,Recommended items other customers often buy again,1,1441321233,http://www.amazon.com/My-Life-Baby-First-Year-Calendar/dp/1441321233/,0
p3,8/14/2020,Recommended items other customers often buy again,2,1610022696,http://www.amazon.com/Autism-Spectrum-Disorder-Every-Parent/dp/1610022696/,0
p3,8/15/2020,Related to items you've viewed,1,1441313842,http://www.amazon.com/Childs-Health-Record-Keeper-Book/dp/1441313842/,0
p3,8/15/2020,Related to items you've viewed,2,144131976X,http://www.amazon.com/Babys-Book-First-Woodland-Friends/dp/144131976X/,0
p3,8/15/2020,Inspired by your shopping trends,1,B07QVGK463,http://www.amazon.com/Minky-Baby-Blanket-30-40/dp/B07QVGK463/,0
p3,8/15/2020,Inspired by your shopping trends,2,B001F8TLLU,http://www.amazon.com/Baby-Briefcase-Paperwork-Organizer-Periwinkle/dp/B001F8TLLU/,0
p3,8/15/2020,Recommended items other customers often buy again,1,1932565361,http://www.amazon.com/Things-Your-Student-Autism-Wishes/dp/1932565361/,0
p3,8/15/2020,Recommended items other customers often buy again,2,1610022696,http://www.amazon.com/Autism-Spectrum-Disorder-Every-Parent/dp/1610022696/,0
p3,8/16/2020,Related to items you've viewed,1,1441313842,http://www.amazon.com/Childs-Health-Record-Keeper-Book/dp/1441313842/,0
p3,8/16/2020,Related to items you've viewed,2,144131976X,http://www.amazon.com/Babys-Book-First-Woodland-Friends/dp/144131976X/,0
p3,8/16/2020,Inspired by your shopping trends,1,553394800,http://www.amazon.com/Healthy-Sleep-Habits-Happy-Child/dp/0553394800/,0
p3,8/16/2020,Inspired by your shopping trends,2,1732245304,http://www.amazon.com/Education-Begins-Birth-Preschoolers-Kindergarten/dp/1732245304/,0
p3,8/16/2020,Recommended items other customers often buy again,1,1441321233,http://www.amazon.com/My-Life-Baby-First-Year-Calendar/dp/1441321233/,0
p3,8/16/2020,Recommended items other customers often buy again,2,1932565361,http://www.amazon.com/Things-Your-Student-Autism-Wishes/dp/1932565361/,0
p3,8/17/2020,Related to items you've viewed,1,553386697,http://www.amazon.com/Whole-Brain-Child-Revolutionary-Strategies-Developing/dp/0553386697/,0
p3,8/17/2020,Related to items you've viewed,2,1441313842,http://www.amazon.com/Childs-Health-Record-Keeper-Book/dp/1441313842/,0
p3,8/17/2020,Inspired by your shopping trends,1,738215244,http://www.amazon.com/Power-Neurodiversity-Unleashing-Advantages-Differently/dp/0738215244/,0
p3,8/17/2020,Inspired by your shopping trends,2,1942197241,http://www.amazon.com/High-Functioning-Autism-Difficult-Moments-Practical/dp/1942197241/,0
p3,8/17/2020,Recommended items other customers often buy again,1,1441321233,http://www.amazon.com/My-Life-Baby-First-Year-Calendar/dp/1441321233/,0
p3,8/17/2020,Recommended items other customers often buy again,2,1932565361,http://www.amazon.com/Things-Your-Student-Autism-Wishes/dp/1932565361/,0
p3,8/18/2020,Related to items you've viewed,1,553386697,http://www.amazon.com/Whole-Brain-Child-Revolutionary-Strategies-Developing/dp/0553386697/,0
p3,8/18/2020,Related to items you've viewed,2,1441313842,http://www.amazon.com/Childs-Health-Record-Keeper-Book/dp/1441313842/,0
p3,8/18/2020,Inspired by your shopping trends,1,345487672,http://www.amazon.com/Positive-Discipline-Self-Discipline-Responsibility-Problem-Solving/dp/0345487672/,0
p3,8/18/2020,Inspired by your shopping trends,2,133833682,http://www.amazon.com/Families-Professionals-Exceptionality-Partnerships-Loose-Leaf/dp/0133833682/,0
p3,8/18/2020,Recommended items other customers often buy again,1,1441321233,http://www.amazon.com/My-Life-Baby-First-Year-Calendar/dp/1441321233/,0
p3,8/18/2020,Recommended items other customers often buy again,2,1932565361,http://www.amazon.com/Things-Your-Student-Autism-Wishes/dp/1932565361/,0
p4,8/12/2020,Related to items you've viewed,1,144131976X,http://www.amazon.com/Babys-Book-First-Woodland-Friends/dp/144131976X/,0
p4,8/12/2020,Related to items you've viewed,2,1441325956,http://www.amazon.com/Babys-Book-First-Floral-design/dp/1441325956/,0
p4,8/12/2020,Recommended items other customers often buy again,1,1441313842,http://www.amazon.com/Childs-Health-Record-Keeper-Book/dp/1441313842/,0
p4,8/12/2020,Recommended items other customers often buy again,2,B01DOHZH62,http://www.amazon.com/Woodland-Creatures-Birthday-Sticker-Hersheys/dp/B01DOHZH62/,0
p4,8/12/2020,Inspired by your shopping trends,1,B07QK32SK5,http://www.amazon.com/Baby-Shower-Games-Predictions-Decorations/dp/B07QK32SK5/,0
p4,8/12/2020,Inspired by your shopping trends,2,1907860517,http://www.amazon.com/Welcome-World-keepsake-gift-book/dp/1907860517/,0
p4,8/13/2020,Related to items you've viewed,1,1441313842,http://www.amazon.com/Childs-Health-Record-Keeper-Book/dp/1441313842/,0
p4,8/13/2020,Related to items you've viewed,2,1793125937,http://www.amazon.com/Childs-Health-Log-Book-Immunization/dp/1793125937/,0
p4,8/13/2020,Inspired by your shopping trends,1,144131976X,http://www.amazon.com/Babys-Book-First-Woodland-Friends/dp/144131976X/,0
p4,8/13/2020,Inspired by your shopping trends,2,B01NGUD2BJ,http://www.amazon.com/Ronica-Memory-Book-Baby-Girl/dp/B01NGUD2BJ/,0
p4,8/14/2020,Related to items you've viewed,1,1462517471,http://www.amazon.com/Parents-High-Functioning-Autism-Spectrum-Disorder/dp/1462517471/,0
p4,8/14/2020,Related to items you've viewed,2,1641521236,http://www.amazon.com/Positive-Parenting-Autism-Strategies-Help/dp/1641521236/,0
p4,8/14/2020,Inspired by your shopping trends,1,1941765165,http://www.amazon.com/Social-Story-Revised-Expanded-Anniversary/dp/1941765165/,0
p4,8/14/2020,Inspired by your shopping trends,2,1439194157,http://www.amazon.com/Carlys-Voice-Breaking-Through-Autism/dp/1439194157/,0
p4,8/14/2020,Recommended items other customers often buy again,1,B001F8TLLU,http://www.amazon.com/Baby-Briefcase-Paperwork-Organizer-Periwinkle/dp/B001F8TLLU/,0
p4,8/14/2020,Recommended items other customers often buy again,2,B01E2J3JVG,http://www.amazon.com/Ronica-First-Year-Memory-Journal/dp/B01E2J3JVG/,0
p4,8/15/2020,Related to items you've viewed,1,1441313842,http://www.amazon.com/Childs-Health-Record-Keeper-Book/dp/1441313842/,0
p4,8/15/2020,Related to items you've viewed,2,144131976X,http://www.amazon.com/Babys-Book-First-Woodland-Friends/dp/144131976X/,0
p4,8/15/2020,Inspired by your shopping trends,1,B07M6WS1B2,http://www.amazon.com/Tiny-Ideas-Baby-File-Keeper/dp/B07M6WS1B2/,0
p4,8/15/2020,Inspired by your shopping trends,2,1641520779,http://www.amazon.com/Baby-Sign-Language-Made-Easy/dp/1641520779/,0
p4,8/15/2020,Recommended items other customers often buy again,1,1932565361,http://www.amazon.com/Things-Your-Student-Autism-Wishes/dp/1932565361/,0
p4,8/15/2020,Recommended items other customers often buy again,2,1610022696,http://www.amazon.com/Autism-Spectrum-Disorder-Every-Parent/dp/1610022696/,0
p4,8/16/2020,Related to items you've viewed,1,1441313842,http://www.amazon.com/Childs-Health-Record-Keeper-Book/dp/1441313842/,0
p4,8/16/2020,Related to items you've viewed,2,144131976X,http://www.amazon.com/Babys-Book-First-Woodland-Friends/dp/144131976X/,0
p4,8/16/2020,Inspired by your shopping trends,1,1609180410,http://www.amazon.com/Explicit-Instruction-Effective-Efficient-Special-Needs/dp/1609180410/,0
p4,8/16/2020,Inspired by your shopping trends,2,1951230000,http://www.amazon.com/Life-Side-Autism-Teaching-Autistic/dp/1951230000/,0
p4,8/16/2020,Recommended items other customers often buy again,1,1932565361,http://www.amazon.com/Things-Your-Student-Autism-Wishes/dp/1932565361/,0
p4,8/16/2020,Recommended items other customers often buy again,2,143126547,http://www.amazon.com/Overcoming-Autism-Finding-Strategies-Transform/dp/0143126547/,0
p4,8/17/2020,Related to items you've viewed,1,553386697,http://www.amazon.com/Whole-Brain-Child-Revolutionary-Strategies-Developing/dp/0553386697/,0
p4,8/17/2020,Related to items you've viewed,2,1441313842,http://www.amazon.com/Childs-Health-Record-Keeper-Book/dp/1441313842/,0
p4,8/17/2020,Inspired by your shopping trends,1,1581108931,http://www.amazon.com/Heading-Home-Your-Newborn-Reality/dp/1581108931/,0
p4,8/17/2020,Inspired by your shopping trends,2,1433819171,http://www.amazon.com/All-My-Stripes-Children-Autism/dp/1433819171/,0
p4,8/17/2020,Recommended items other customers often buy again,1,1932565361,http://www.amazon.com/Things-Your-Student-Autism-Wishes/dp/1932565361/,0
p4,8/17/2020,Recommended items other customers often buy again,2,143126547,http://www.amazon.com/Overcoming-Autism-Finding-Strategies-Transform/dp/0143126547/,0
p4,8/18/2020,Related to items you've viewed,1,553386697,http://www.amazon.com/Whole-Brain-Child-Revolutionary-Strategies-Developing/dp/0553386697/,0
p4,8/18/2020,Related to items you've viewed,2,1441313842,http://www.amazon.com/Childs-Health-Record-Keeper-Book/dp/1441313842/,0
p4,8/18/2020,Inspired by your shopping trends,1,1941765165,http://www.amazon.com/Social-Story-Revised-Expanded-Anniversary/dp/1941765165/,0
p4,8/18/2020,Inspired by your shopping trends,2,1931282064,http://www.amazon.com/Everybody-Different-People-Brothers-Sisters/dp/1931282064/,0
p4,8/18/2020,Recommended items other customers often buy again,1,143126547,http://www.amazon.com/Overcoming-Autism-Finding-Strategies-Transform/dp/0143126547/,0
p4,8/18/2020,Recommended items other customers often buy again,2,988324709,http://www.amazon.com/Ido-Autismland-Climbing-Autisms-Silent/dp/0988324709/,0
p25,8/12/2020,Related to items you've viewed,1,188121740X,http://www.amazon.com/Millers-Review-Critical-Vaccine-Studies/dp/188121740X/,1
p25,8/12/2020,Related to items you've viewed,2,692648186,http://www.amazon.com/Rising-Dead-Suzanne-Humphries-M-D/dp/0692648186/,1
p25,8/12/2020,Recommended items other customers often buy again,1,1645020096,http://www.amazon.com/Invisible-Rainbow-History-Electricity-Life/dp/1645020096/,0
p25,8/12/2020,Recommended items other customers often buy again,2,1909736104,http://www.amazon.com/Ideological-constructs-vaccination-Mateja-Cernic/dp/1909736104/,1
p25,8/13/2020,Related to items you've viewed,1,188121740X,http://www.amazon.com/Millers-Review-Critical-Vaccine-Studies/dp/188121740X/,1
p25,8/13/2020,Related to items you've viewed,2,1603587772,http://www.amazon.com/Vaccines-Autoimmunity-Changing-Childhood-Illness/dp/1603587772/,1
p25,8/13/2020,Recommended items other customers often buy again,1,1645020096,http://www.amazon.com/Invisible-Rainbow-History-Electricity-Life/dp/1645020096/,0
p25,8/13/2020,Recommended items other customers often buy again,2,1909736104,http://www.amazon.com/Ideological-constructs-vaccination-Mateja-Cernic/dp/1909736104/,1
p25,8/14/2020,Related to items you've viewed,1,188121740X,http://www.amazon.com/Millers-Review-Critical-Vaccine-Studies/dp/188121740X/,1
p25,8/14/2020,Related to items you've viewed,2,1603587772,http://www.amazon.com/Vaccines-Autoimmunity-Changing-Childhood-Illness/dp/1603587772/,1
p25,8/14/2020,Recommended items other customers often buy again,1,1645020096,http://www.amazon.com/Invisible-Rainbow-History-Electricity-Life/dp/1645020096/,0
p25,8/14/2020,Recommended items other customers often buy again,2,1629147311,http://www.amazon.com/Vaccines-2-0-Careful-Parents-Vaccination/dp/1629147311/,1
p25,8/15/2020,Related to items you've viewed,1,188121740X,http://www.amazon.com/Millers-Review-Critical-Vaccine-Studies/dp/188121740X/,1
p25,8/15/2020,Related to items you've viewed,2,1603587772,http://www.amazon.com/Vaccines-Autoimmunity-Changing-Childhood-Illness/dp/1603587772/,1
p25,8/15/2020,Recommended items other customers often buy again,1,006269815X,http://www.amazon.com/Dirty-Genes-Breakthrough-Program-Optimize/dp/006269815X/,1
p25,8/15/2020,Recommended items other customers often buy again,2,1909736104,http://www.amazon.com/Ideological-constructs-vaccination-Mateja-Cernic/dp/1909736104/,1
p25,8/16/2020,Related to items you've viewed,1,188121740X,http://www.amazon.com/Millers-Review-Critical-Vaccine-Studies/dp/188121740X/,1
p25,8/16/2020,Related to items you've viewed,2,1603587772,http://www.amazon.com/Vaccines-Autoimmunity-Changing-Childhood-Illness/dp/1603587772/,1
p25,8/16/2020,Recommended items other customers often buy again,1,006269815X,http://www.amazon.com/Dirty-Genes-Breakthrough-Program-Optimize/dp/006269815X/,1
p25,8/16/2020,Recommended items other customers often buy again,2,1548167606,http://www.amazon.com/So-Youre-Going-Have-Baby/dp/1548167606/,1
p25,8/17/2020,Related to items you've viewed,1,188121740X,http://www.amazon.com/Millers-Review-Critical-Vaccine-Studies/dp/188121740X/,1
p25,8/17/2020,Related to items you've viewed,2,1603587772,http://www.amazon.com/Vaccines-Autoimmunity-Changing-Childhood-Illness/dp/1603587772/,1
p25,8/17/2020,Recommended items other customers often buy again,1,006269815X,http://www.amazon.com/Dirty-Genes-Breakthrough-Program-Optimize/dp/006269815X/,1
p25,8/17/2020,Recommended items other customers often buy again,2,1548167606,http://www.amazon.com/So-Youre-Going-Have-Baby/dp/1548167606/,1
p25,8/18/2020,Related to items you've viewed,1,188121740X,http://www.amazon.com/Millers-Review-Critical-Vaccine-Studies/dp/188121740X/,1
p25,8/18/2020,Related to items you've viewed,2,999516523,http://www.amazon.com/Unvaccinated-Child-Treatment-Parents-Caregivers/dp/0999516523/,1
p25,8/18/2020,Recommended items other customers often buy again,1,006269815X,http://www.amazon.com/Dirty-Genes-Breakthrough-Program-Optimize/dp/006269815X/,1
p25,8/18/2020,Recommended items other customers often buy again,2,1548167606,http://www.amazon.com/So-Youre-Going-Have-Baby/dp/1548167606/,1
p5,8/12/2020,Related to items you've viewed,1,1426217986,http://www.amazon.com/Pandoras-Lab-Seven-Stories-Science/dp/1426217986/,-1
p5,8/12/2020,Related to items you've viewed,2,520274474,http://www.amazon.com/House-Fire-Eradicate-Smallpox-California/dp/0520274474/,-1
p5,8/12/2020,Recommended items other customers often buy again,1,1451191316,http://www.amazon.com/Community-Public-Health-Nursing-Evidence/dp/1451191316/,0
